"id","sex","age","age_cat","race","juv_fel_count","decile_score","juv_misd_count","juv_other_count","priors_count","c_charge_degree","type_of_assessment","decile_score.1","score_text","two_year_recid"
143,0,71,"Greater than 45",2,0,7,0,0,12,0,"Risk of Recidivism",7,"Medium",0
145,1,20,"Less than 25",1,0,7,0,0,0,1,"Risk of Recidivism",7,"Medium",0
146,0,39,"25 - 45",1,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",1
147,0,66,"Greater than 45",1,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",0
148,1,54,"Greater than 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
150,1,44,"25 - 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
151,0,19,"Less than 25",2,0,4,0,0,1,0,"Risk of Recidivism",4,"Low",1
152,0,24,"Less than 25",2,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
153,0,30,"25 - 45",2,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
154,1,39,"25 - 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",1
156,0,24,"Less than 25",1,0,6,1,2,8,1,"Risk of Recidivism",6,"Medium",1
157,0,30,"25 - 45",1,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
158,0,31,"25 - 45",1,0,5,0,0,0,0,"Risk of Recidivism",5,"Medium",0
159,1,39,"25 - 45",1,0,4,0,0,1,1,"Risk of Recidivism",4,"Low",0
160,0,59,"Greater than 45",2,0,9,0,0,14,1,"Risk of Recidivism",9,"High",1
163,0,43,"25 - 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
166,0,21,"Less than 25",2,0,9,0,0,3,1,"Risk of Recidivism",9,"High",1
169,0,38,"25 - 45",1,0,4,0,0,5,0,"Risk of Recidivism",4,"Low",1
171,0,34,"25 - 45",1,0,5,0,0,0,1,"Risk of Recidivism",5,"Medium",0
173,0,33,"25 - 45",2,0,5,0,0,5,1,"Risk of Recidivism",5,"Medium",1
174,0,37,"25 - 45",2,0,2,0,0,3,1,"Risk of Recidivism",2,"Low",0
175,0,42,"25 - 45",1,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",1
176,0,41,"25 - 45",2,0,9,1,0,10,1,"Risk of Recidivism",9,"High",1
177,0,22,"Less than 25",2,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",1
178,0,33,"25 - 45",2,0,8,12,2,28,1,"Risk of Recidivism",8,"High",1
180,0,31,"25 - 45",2,0,7,0,0,1,0,"Risk of Recidivism",7,"Medium",0
182,1,30,"25 - 45",6,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
183,0,31,"25 - 45",1,0,10,0,0,13,1,"Risk of Recidivism",10,"High",1
184,0,27,"25 - 45",2,0,9,0,0,3,1,"Risk of Recidivism",9,"High",1
187,0,56,"Greater than 45",2,0,9,0,0,8,1,"Risk of Recidivism",9,"High",0
189,0,52,"Greater than 45",1,0,9,0,0,3,0,"Risk of Recidivism",9,"High",0
190,0,33,"25 - 45",2,0,10,0,0,19,1,"Risk of Recidivism",10,"High",1
192,1,64,"Greater than 45",1,0,1,0,0,2,0,"Risk of Recidivism",1,"Low",0
193,0,22,"Less than 25",1,0,6,0,0,4,1,"Risk of Recidivism",6,"Medium",1
194,0,42,"25 - 45",1,0,3,0,0,6,1,"Risk of Recidivism",3,"Low",0
195,1,25,"25 - 45",1,0,4,0,0,2,1,"Risk of Recidivism",4,"Low",0
197,0,30,"25 - 45",1,0,2,0,0,1,0,"Risk of Recidivism",2,"Low",0
199,0,28,"25 - 45",1,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
200,1,37,"25 - 45",6,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",0
202,0,28,"25 - 45",1,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",1
203,1,24,"Less than 25",2,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
206,1,29,"25 - 45",1,0,4,1,0,10,1,"Risk of Recidivism",4,"Low",1
208,0,44,"25 - 45",1,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",1
209,1,30,"25 - 45",3,0,5,0,0,4,1,"Risk of Recidivism",5,"Medium",1
210,0,32,"25 - 45",2,0,7,0,0,3,1,"Risk of Recidivism",7,"Medium",1
213,0,31,"25 - 45",1,0,3,0,0,2,0,"Risk of Recidivism",3,"Low",1
215,0,31,"25 - 45",2,0,2,0,0,1,0,"Risk of Recidivism",2,"Low",0
216,0,59,"Greater than 45",1,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",1
218,1,45,"Greater than 45",1,0,4,0,0,4,1,"Risk of Recidivism",4,"Low",0
220,1,20,"Less than 25",2,1,10,0,0,1,1,"Risk of Recidivism",10,"High",0
222,1,43,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
223,0,38,"25 - 45",2,1,8,1,0,9,1,"Risk of Recidivism",8,"High",1
224,0,32,"25 - 45",2,0,6,0,0,11,1,"Risk of Recidivism",6,"Medium",1
225,0,33,"25 - 45",2,0,5,0,0,8,0,"Risk of Recidivism",5,"Medium",1
227,1,31,"25 - 45",2,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",1
228,1,33,"25 - 45",2,0,9,0,0,7,1,"Risk of Recidivism",9,"High",1
229,0,27,"25 - 45",2,0,9,0,0,2,1,"Risk of Recidivism",9,"High",1
231,1,20,"Less than 25",2,0,6,0,0,0,1,"Risk of Recidivism",6,"Medium",0
232,1,26,"25 - 45",1,0,6,0,0,0,0,"Risk of Recidivism",6,"Medium",0
234,1,61,"Greater than 45",2,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",1
235,0,52,"Greater than 45",6,0,7,0,0,13,1,"Risk of Recidivism",7,"Medium",1
236,0,63,"Greater than 45",3,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
238,1,32,"25 - 45",2,0,10,0,0,4,1,"Risk of Recidivism",10,"High",1
239,0,29,"25 - 45",3,0,4,0,0,1,1,"Risk of Recidivism",4,"Low",0
240,1,46,"Greater than 45",6,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
241,1,26,"25 - 45",2,0,4,0,0,2,0,"Risk of Recidivism",4,"Low",1
242,0,55,"Greater than 45",2,0,1,0,0,3,0,"Risk of Recidivism",1,"Low",0
243,0,39,"25 - 45",1,1,4,0,0,1,0,"Risk of Recidivism",4,"Low",0
244,1,30,"25 - 45",1,0,7,0,0,3,1,"Risk of Recidivism",7,"Medium",1
245,0,30,"25 - 45",2,0,7,0,0,1,1,"Risk of Recidivism",7,"Medium",0
246,0,48,"Greater than 45",1,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",0
248,0,22,"Less than 25",2,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
249,0,46,"Greater than 45",1,0,1,0,0,6,1,"Risk of Recidivism",1,"Low",1
251,1,49,"Greater than 45",1,0,6,0,0,6,1,"Risk of Recidivism",6,"Medium",0
252,0,31,"25 - 45",1,0,5,0,0,0,1,"Risk of Recidivism",5,"Medium",0
254,0,25,"25 - 45",2,0,2,0,0,1,0,"Risk of Recidivism",2,"Low",1
257,0,23,"Less than 25",3,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",0
258,1,32,"25 - 45",2,0,7,0,0,5,1,"Risk of Recidivism",7,"Medium",0
259,0,52,"Greater than 45",3,0,1,0,0,2,0,"Risk of Recidivism",1,"Low",0
260,0,62,"Greater than 45",2,0,4,0,0,8,1,"Risk of Recidivism",4,"Low",0
262,1,37,"25 - 45",1,0,10,0,0,6,1,"Risk of Recidivism",10,"High",0
263,0,55,"Greater than 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
264,0,31,"25 - 45",3,0,9,0,0,8,1,"Risk of Recidivism",9,"High",1
265,0,28,"25 - 45",2,0,6,0,0,6,0,"Risk of Recidivism",6,"Medium",1
266,0,54,"Greater than 45",3,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
267,0,58,"Greater than 45",3,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",0
268,0,78,"Greater than 45",1,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",1
269,0,56,"Greater than 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
271,0,24,"Less than 25",6,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",0
272,0,38,"25 - 45",2,2,8,2,1,22,1,"Risk of Recidivism",8,"High",1
275,0,22,"Less than 25",2,0,5,0,0,1,1,"Risk of Recidivism",5,"Medium",1
277,0,47,"Greater than 45",2,0,8,0,0,23,0,"Risk of Recidivism",8,"High",1
278,0,23,"Less than 25",2,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",1
279,0,57,"Greater than 45",3,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
280,1,38,"25 - 45",1,0,5,0,0,2,1,"Risk of Recidivism",5,"Medium",1
281,0,66,"Greater than 45",2,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",0
282,0,45,"Greater than 45",1,0,4,0,0,8,0,"Risk of Recidivism",4,"Low",1
285,1,52,"Greater than 45",6,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",1
286,0,32,"25 - 45",2,0,10,0,0,13,1,"Risk of Recidivism",10,"High",1
287,0,37,"25 - 45",2,0,9,0,0,2,0,"Risk of Recidivism",9,"High",1
288,0,39,"25 - 45",1,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",1
289,0,26,"25 - 45",2,0,9,0,0,9,1,"Risk of Recidivism",9,"High",1
291,0,45,"Greater than 45",1,0,3,0,0,2,1,"Risk of Recidivism",3,"Low",0
293,0,23,"Less than 25",2,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",1
294,0,34,"25 - 45",2,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",0
297,1,23,"Less than 25",2,0,4,0,0,1,0,"Risk of Recidivism",4,"Low",0
298,0,36,"25 - 45",6,0,3,0,0,2,0,"Risk of Recidivism",3,"Low",1
299,0,50,"Greater than 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
300,1,37,"25 - 45",1,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
301,0,44,"25 - 45",1,0,4,0,0,4,0,"Risk of Recidivism",4,"Low",0
302,1,35,"25 - 45",2,0,9,1,0,23,1,"Risk of Recidivism",9,"High",1
304,0,24,"Less than 25",6,0,5,0,0,5,1,"Risk of Recidivism",5,"Medium",1
306,0,26,"25 - 45",2,0,10,0,0,2,1,"Risk of Recidivism",10,"High",1
308,0,27,"25 - 45",2,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
310,1,28,"25 - 45",2,0,8,0,0,0,1,"Risk of Recidivism",8,"High",0
311,0,43,"25 - 45",1,0,5,0,0,11,1,"Risk of Recidivism",5,"Medium",1
313,1,28,"25 - 45",1,0,9,0,0,7,1,"Risk of Recidivism",9,"High",1
315,0,38,"25 - 45",2,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
316,0,27,"25 - 45",1,0,4,0,0,2,0,"Risk of Recidivism",4,"Low",0
317,1,28,"25 - 45",2,0,9,0,0,1,1,"Risk of Recidivism",9,"High",0
319,0,56,"Greater than 45",1,0,1,0,0,7,1,"Risk of Recidivism",1,"Low",1
320,0,38,"25 - 45",2,0,9,0,0,15,1,"Risk of Recidivism",9,"High",0
321,0,28,"25 - 45",2,0,5,0,0,2,0,"Risk of Recidivism",5,"Medium",0
322,0,45,"Greater than 45",2,0,6,0,0,3,1,"Risk of Recidivism",6,"Medium",0
323,0,28,"25 - 45",3,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
325,0,61,"Greater than 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
326,1,51,"Greater than 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",1
327,0,51,"Greater than 45",1,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
329,0,36,"25 - 45",6,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",1
330,0,48,"Greater than 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
331,0,37,"25 - 45",1,0,3,0,0,4,1,"Risk of Recidivism",3,"Low",1
332,1,30,"25 - 45",2,0,7,0,0,2,1,"Risk of Recidivism",7,"Medium",0
333,1,41,"25 - 45",2,0,6,0,0,5,0,"Risk of Recidivism",6,"Medium",0
334,0,27,"25 - 45",2,0,10,0,0,11,1,"Risk of Recidivism",10,"High",1
335,0,37,"25 - 45",2,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
336,0,33,"25 - 45",6,0,4,0,0,4,1,"Risk of Recidivism",4,"Low",1
337,0,54,"Greater than 45",2,0,9,0,0,11,1,"Risk of Recidivism",9,"High",0
338,0,23,"Less than 25",2,0,9,0,0,2,1,"Risk of Recidivism",9,"High",0
341,1,26,"25 - 45",2,0,4,0,0,2,1,"Risk of Recidivism",4,"Low",1
344,0,41,"25 - 45",2,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
345,0,52,"Greater than 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
347,0,43,"25 - 45",1,0,4,0,0,13,1,"Risk of Recidivism",4,"Low",1
348,0,52,"Greater than 45",2,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
349,0,28,"25 - 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
350,0,30,"25 - 45",2,0,9,0,2,11,0,"Risk of Recidivism",9,"High",1
351,0,28,"25 - 45",1,0,5,0,0,1,1,"Risk of Recidivism",5,"Medium",0
354,0,22,"Less than 25",2,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
355,0,30,"25 - 45",2,0,2,0,0,4,1,"Risk of Recidivism",2,"Low",0
356,0,25,"25 - 45",3,0,4,0,0,4,1,"Risk of Recidivism",4,"Low",0
357,0,31,"25 - 45",1,0,8,0,0,0,1,"Risk of Recidivism",8,"High",1
358,0,37,"25 - 45",1,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",1
359,0,32,"25 - 45",2,0,9,1,0,14,1,"Risk of Recidivism",9,"High",0
360,0,26,"25 - 45",2,0,8,1,0,4,0,"Risk of Recidivism",8,"High",0
361,0,53,"Greater than 45",1,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
362,0,28,"25 - 45",2,0,8,0,0,25,1,"Risk of Recidivism",8,"High",1
363,0,44,"25 - 45",1,0,5,0,0,8,0,"Risk of Recidivism",5,"Medium",1
364,0,25,"25 - 45",2,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",0
366,0,22,"Less than 25",1,0,8,0,1,1,0,"Risk of Recidivism",8,"High",1
369,1,37,"25 - 45",6,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
372,1,40,"25 - 45",6,0,2,0,0,3,1,"Risk of Recidivism",2,"Low",0
374,0,36,"25 - 45",1,0,7,0,0,8,1,"Risk of Recidivism",7,"Medium",1
375,0,30,"25 - 45",1,0,2,0,0,4,1,"Risk of Recidivism",2,"Low",0
376,0,22,"Less than 25",2,0,9,0,0,3,0,"Risk of Recidivism",9,"High",1
377,1,24,"Less than 25",1,0,7,0,0,1,0,"Risk of Recidivism",7,"Medium",1
378,0,27,"25 - 45",2,0,2,0,0,3,0,"Risk of Recidivism",2,"Low",1
379,1,31,"25 - 45",3,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
381,0,23,"Less than 25",3,0,6,0,1,1,1,"Risk of Recidivism",6,"Medium",1
382,1,23,"Less than 25",1,0,5,0,4,5,1,"Risk of Recidivism",5,"Medium",1
383,0,24,"Less than 25",3,0,8,0,0,0,0,"Risk of Recidivism",8,"High",0
384,0,29,"25 - 45",2,0,3,0,0,1,0,"Risk of Recidivism",3,"Low",0
385,0,20,"Less than 25",2,0,8,0,0,1,1,"Risk of Recidivism",8,"High",1
386,0,30,"25 - 45",2,0,6,0,0,2,1,"Risk of Recidivism",6,"Medium",1
389,0,39,"25 - 45",6,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
390,0,27,"25 - 45",2,0,4,0,0,4,1,"Risk of Recidivism",4,"Low",0
392,0,31,"25 - 45",1,0,4,0,0,2,0,"Risk of Recidivism",4,"Low",0
393,1,37,"25 - 45",2,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
396,0,20,"Less than 25",2,0,8,0,0,0,1,"Risk of Recidivism",8,"High",0
398,0,22,"Less than 25",3,0,7,0,1,0,1,"Risk of Recidivism",7,"Medium",0
399,1,52,"Greater than 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
400,1,23,"Less than 25",2,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",1
402,1,48,"Greater than 45",2,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",0
403,0,66,"Greater than 45",2,0,6,0,0,8,1,"Risk of Recidivism",6,"Medium",1
404,0,25,"25 - 45",1,0,5,0,0,0,1,"Risk of Recidivism",5,"Medium",0
405,0,27,"25 - 45",1,0,6,0,0,0,1,"Risk of Recidivism",6,"Medium",1
406,0,30,"25 - 45",2,0,7,0,0,11,1,"Risk of Recidivism",7,"Medium",1
407,0,22,"Less than 25",2,0,10,1,1,3,0,"Risk of Recidivism",10,"High",1
408,1,22,"Less than 25",1,0,3,0,0,1,1,"Risk of Recidivism",3,"Low",0
409,0,35,"25 - 45",2,0,10,0,0,2,1,"Risk of Recidivism",10,"High",0
410,0,32,"25 - 45",1,0,4,0,0,2,1,"Risk of Recidivism",4,"Low",0
411,1,41,"25 - 45",2,0,3,0,0,2,0,"Risk of Recidivism",3,"Low",0
414,1,25,"25 - 45",6,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",0
415,0,44,"25 - 45",2,0,7,0,0,24,0,"Risk of Recidivism",7,"Medium",0
416,0,52,"Greater than 45",2,0,6,0,0,3,1,"Risk of Recidivism",6,"Medium",1
417,0,43,"25 - 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
423,0,37,"25 - 45",1,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",0
424,0,28,"25 - 45",2,0,4,0,0,3,0,"Risk of Recidivism",4,"Low",1
425,0,70,"Greater than 45",1,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
426,0,54,"Greater than 45",1,0,2,0,0,6,1,"Risk of Recidivism",2,"Low",1
428,0,46,"Greater than 45",1,0,4,0,0,3,1,"Risk of Recidivism",4,"Low",0
429,0,21,"Less than 25",2,0,9,0,0,0,0,"Risk of Recidivism",9,"High",1
430,0,26,"25 - 45",2,0,8,0,0,1,0,"Risk of Recidivism",8,"High",1
431,0,38,"25 - 45",3,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",1
432,0,34,"25 - 45",1,0,4,0,0,5,0,"Risk of Recidivism",4,"Low",0
434,0,19,"Less than 25",2,0,5,0,0,1,1,"Risk of Recidivism",5,"Medium",1
435,0,34,"25 - 45",2,0,4,0,0,5,0,"Risk of Recidivism",4,"Low",0
437,0,23,"Less than 25",1,0,5,0,0,0,1,"Risk of Recidivism",5,"Medium",1
